Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
01-03-2018,37.9,37.9,35.65,35.95,36.41,75364,289,2744053,50040,66.4,2.25,-1.95
28-02-2018,36.5,38,35.5,37,37.21,276006,952,10268835,183326,66.42,2.5,0.5
27-02-2018,35.2,35.65,34.75,35.15,35.06,113291,215,3971858,105209,92.87,0.9,-0.05
26-02-2018,35,36.25,34.75,34.95,35.34,58529,246,2068155,47007,80.31,1.5,-0.05
23-02-2018,35.15,35.5,34.6,34.9,34.97,73760,323,2579754,59303,80.4,0.9,-0.25
22-02-2018,35.5,36.15,34.7,35.35,35.47,27322,198,969173,19067,69.79,1.45,-0.15
21-02-2018,35.95,36.75,35.1,35.35,35.73,54767,148,1957014,46867,85.58,1.65,-0.6
20-02-2018,36.4,38.25,35.25,35.5,36.39,154500,401,5622490,110942,71.81,3,-0.9
19-02-2018,35,36.5,35,36.15,35.71,52612,130,1878635,49371,93.84,1.5,1.15
16-02-2018,37,37,35,35.75,35.8,105201,303,3766451,92390,87.82,2,-1.25
15-02-2018,37,38.75,36.3,36.6,37.43,61880,320,2316321,43854,70.87,2.45,-0.4
14-02-2018,37.9,38.75,37.1,37.3,37.59,68703,244,2582833,61628,89.7,1.65,-0.6
12-02-2018,35.9,38.1,35,37.65,36.49,112313,418,4098478,76899,68.47,3.1,1.75
09-02-2018,35.2,35.95,34.2,35.05,35.44,72086,280,2554599,61728,85.63,1.75,-0.15
08-02-2018,34.75,37.4,34.75,35.9,36.4,96982,452,3529923,71578,73.81,2.65,1.15
07-02-2018,34.1,35.45,33.1,34.55,34.28,95387,361,3270149,72981,76.51,2.35,0.45
06-02-2018,31.1,32.95,30.5,32.55,31.92,158851,403,5070927,118594,74.66,2.45,1.45
05-02-2018,32.15,34.95,31.7,33,32.48,240883,598,7824835,180114,74.77,3.25,0.85
02-02-2018,36.5,36.85,33.5,33.9,34.82,252698,678,8798090,205849,81.46,3.35,-2.6
01-02-2018,38.45,38.5,36.45,36.95,37.44,65397,277,2448283,49194,75.22,2.05,-1.5
31-01-2018,38.4,39.3,37,37.3,37.7,80451,267,3033098,67730,84.19,2.3,-1.1
30-01-2018,36.05,39.6,35.6,38.65,38.21,302886,835,11572623,245619,81.09,4,2.6
29-01-2018,35.65,37.35,35.65,36,36.55,149284,471,5455837,103548,69.36,1.7,0.35
25-01-2018,36.05,36.9,35.55,35.95,36.12,121570,304,4390577,99548,81.89,1.35,-0.1
24-01-2018,37.15,37.15,36.05,36.15,36.35,40876,176,1485825,38916,95.21,1.1,-1
23-01-2018,37.7,37.7,36.55,36.65,36.89,77446,233,2856817,59650,77.02,1.15,-1.05
22-01-2018,37.2,38,36.5,37.15,37.05,73350,323,2717323,51477,70.18,1.5,-0.05
19-01-2018,38.8,38.8,36.25,37.25,37.28,149358,417,5568679,100887,67.55,2.55,-1.55
18-01-2018,40.65,42,37.55,37.9,40.05,368415,1110,14755429,285435,77.48,4.45,-2.75
17-01-2018,36.9,40.6,36.85,40.6,39.27,451719,1095,17740345,391183,86.6,3.75,3.7
16-01-2018,36.25,38.35,36.25,36.95,37.82,684634,1867,25895275,409578,59.82,2.1,0.7
15-01-2018,35.5,35.7,34.55,34.9,35.13,94575,472,3322769,80148,84.75,1.15,-0.6
12-01-2018,35.4,36.1,35.05,35.45,35.62,91891,447,3272841,74983,81.6,1.05,0.05
11-01-2018,35.3,35.8,34.75,35.2,35.22,169188,603,5958112,142159,84.02,1.05,-0.1
10-01-2018,36.3,36.35,35.2,35.25,35.61,83151,460,2960919,66029,79.41,1.15,-1.05
09-01-2018,37.45,37.45,35,35.95,35.94,139417,716,5010315,107166,76.87,2.45,-1.5
08-01-2018,37.15,37.2,36.05,36.95,36.68,153303,662,5623755,120827,78.82,1.15,-0.2
05-01-2018,36.5,37.45,36.5,37,36.99,144288,636,5337492,118505,82.13,0.95,0.5
04-01-2018,36.55,37.45,36,36.6,36.71,156263,641,5736582,118351,75.74,1.45,0.05
03-01-2018,36.4,36.9,36.2,36.3,36.47,82681,384,3015753,71260,86.19,0.7,-0.1
02-01-2018,37.15,37.5,36.25,36.35,36.72,101775,296,3737464,81515,80.09,1.25,-0.8
01-01-2018,36.6,38,36.15,37.15,37.05,176818,591,6550508,126533,71.56,1.85,0.55
29-12-2017,35.8,36.6,35.65,36.4,36.23,97482,368,3531484,69216,71,0.95,0.6
28-12-2017,35.75,36.7,35.65,35.8,36.06,88812,331,3202613,63493,71.49,1.05,0.05
27-12-2017,36.4,36.75,35.75,35.9,36.11,92704,308,3347981,73691,79.49,1,-0.5
26-12-2017,36.6,37.5,35.8,36.05,36.44,120513,437,4391894,86484,71.76,1.7,-0.55
22-12-2017,36.9,37.75,36.5,36.55,36.88,100814,351,3718051,80368,79.72,1.25,-0.35
21-12-2017,36.65,37.9,36.5,37.5,37.24,109022,319,4059687,70166,64.36,1.4,0.85
20-12-2017,36.9,37.45,36.5,36.65,36.83,97721,193,3598929,79961,81.83,0.95,-0.25
19-12-2017,36.05,38.25,36,37.05,37.01,107147,278,3965783,91238,85.15,2.25,1
18-12-2017,36.5,37.25,35.25,36.1,36.2,63276,191,2290713,50278,79.46,2,-0.4
15-12-2017,36.65,37.95,36.2,36.4,36.66,56772,207,2081045,47071,82.91,1.75,-0.25
14-12-2017,36.5,36.5,35.55,36.15,36.12,28147,119,1016677,25911,92.06,0.95,-0.35
13-12-2017,36.85,37,36.25,36.45,36.74,42926,138,1577002,41010,95.54,0.75,-0.4
12-12-2017,37.3,37.8,36.5,36.8,37.11,95862,225,3557772,82210,85.76,1.3,-0.5
11-12-2017,37.3,37.5,36.75,37.3,37.13,63017,164,2340030,59226,93.98,0.75,0
08-12-2017,38.2,38.25,37.1,37.3,37.46,66819,211,2503023,51062,76.42,1.15,-0.9
07-12-2017,37.1,39.3,36.9,37.45,37.9,162934,421,6174393,103583,63.57,2.4,0.35
06-12-2017,37.55,37.7,36.85,37.1,37.16,72600,216,2697996,60620,83.5,0.85,-0.45
05-12-2017,38,38.25,37.5,37.9,37.91,36852,105,1397243,33831,91.8,0.75,-0.1
04-12-2017,37.9,38.45,37.5,38,37.9,57240,183,2169386,51465,89.91,0.95,0.1
01-12-2017,38.7,38.9,37.5,37.8,38.16,33675,184,1285007,28040,83.27,1.4,-0.9
30-11-2017,38.3,39,38,38.55,38.29,65287,219,2500042,55185,84.53,1,0.25
29-11-2017,38.5,39.2,38.4,38.95,38.78,47552,161,1844261,41917,88.15,0.8,0.45
28-11-2017,39.45,39.45,38.7,39,38.94,48945,146,1906089,46125,94.24,0.75,-0.45
27-11-2017,39.1,39.8,39,39.1,39.25,63922,189,2508912,57232,89.53,0.8,0
24-11-2017,39.2,40,38.8,38.9,39.25,72658,176,2851668,64154,88.3,1.2,-0.3
23-11-2017,39.15,40,38.7,39.8,39.38,70181,191,2763924,59707,85.08,1.3,0.65
22-11-2017,39.95,40.8,38.7,39,39.18,30494,160,1194811,26025,85.34,2.1,-0.95
21-11-2017,39.8,40,39.1,39.65,39.71,31465,147,1249518,29730,94.49,0.9,-0.15
20-11-2017,38.1,40.1,38.1,39.45,39.46,147854,292,5834541,89803,60.74,2,1.35
17-11-2017,38.8,38.8,38,38.2,38.25,31270,182,1196167,25386,81.18,0.8,-0.6
16-11-2017,39,40.05,37.5,37.85,38.36,79165,290,3037131,65014,82.12,2.55,-1.15
15-11-2017,40.4,40.45,38.7,39.4,39.34,70228,240,2762913,49242,70.12,1.75,-1
14-11-2017,39.7,41,39,40.7,40.07,75952,207,3043346,44898,59.11,2,1
13-11-2017,40.95,41.2,39.2,39.65,40.21,98706,256,3968842,98706,100,2,-1.3
10-11-2017,40,40.6,39.1,39.5,39.84,27992,113,1115141,27992,100,1.5,-0.5
09-11-2017,39.25,40.25,38.75,40.15,39.53,35650,138,1409190,35650,100,1.5,0.9
08-11-2017,40.25,40.75,38.2,39.7,39.73,52679,149,2093086,52679,100,2.55,-0.55
07-11-2017,42,42.9,39.6,40,40.73,89606,316,3649794,89606,100,3.3,-2
06-11-2017,41.65,41.65,40.5,41.65,41.51,165390,438,6864699,165390,100,1.15,0
03-11-2017,37.5,39.7,37,39.7,39.5,151737,426,5993440,151737,100,2.7,2.2
02-11-2017,37.4,39.25,37.4,37.85,38.08,68475,195,2607764,68475,100,1.85,0.45
01-11-2017,38,38.05,37.55,37.6,37.83,82363,182,3115539,82363,100,0.5,-0.4
31-10-2017,38.15,39.2,37.55,37.9,38.19,73674,195,2813904,73674,100,1.65,-0.25
30-10-2017,39.6,39.6,38.25,38.95,38.62,103695,217,4004215,103695,100,1.35,-0.65
27-10-2017,38.5,40.45,38,39.6,39.47,96347,321,3802669,96347,100,2.45,1.1
26-10-2017,37,39,36.3,38.55,38.03,115459,344,4391327,115459,100,2.7,1.55
25-10-2017,37.1,37.9,36.25,37.4,37.27,55418,191,2065633,55418,100,1.65,0.3
24-10-2017,37.2,37.95,37.2,37.45,37.38,38239,169,1429334,38239,100,0.75,0.25
23-10-2017,37.95,38,36.75,37.15,37.29,80967,154,3018881,80967,100,1.25,-0.8
19-10-2017,38.4,38.5,37.15,37.95,38.08,35148,164,1338396,35148,100,1.35,-0.45
18-10-2017,37,37.85,36.8,37.15,37.15,36455,117,1354281,36455,100,1.05,0.15
17-10-2017,37.2,37.8,36.25,37.15,36.95,47646,161,1760739,47646,100,1.55,-0.05
16-10-2017,37.8,38.45,36.9,37.15,37.35,57082,140,2132248,57082,100,1.55,-0.65
13-10-2017,37.8,38.5,37.55,37.95,38.15,55506,197,2117309,55506,100,0.95,0.15
12-10-2017,37.25,38.3,36.5,37.95,37.2,96685,277,3597016,96685,100,1.8,0.7
11-10-2017,38,39.45,37.25,37.4,37.94,49211,158,1867291,49211,100,2.2,-0.6
10-10-2017,37.7,39,37,37.95,38.2,74564,241,2848716,74564,100,2,0.25
09-10-2017,37.6,38.85,36.65,37.15,37.15,73758,220,2740010,73758,100,2.2,-0.45
06-10-2017,36.15,38.4,36.15,38.1,37.82,139877,292,5289597,139877,100,2.25,1.95
05-10-2017,36.55,37.4,36.5,36.6,36.81,81641,141,3005166,81641,100,0.9,0.05
04-10-2017,37.15,38.45,36.3,36.65,36.78,62062,203,2282684,62062,100,2.15,-0.5
03-10-2017,37.7,38.5,37.05,37.8,37.71,30462,116,1148785,30462,100,1.45,0.1
29-09-2017,37,38.95,37,37.8,38.08,41373,152,1575632,41373,100,1.95,0.8
28-09-2017,37,38.45,36.5,37.55,37.54,48974,149,1838694,48974,100,1.95,0.55
27-09-2017,39,39.9,37.1,37.45,37.77,59164,265,2234364,59164,100,2.8,-1.55
26-09-2017,37.05,39.05,35.8,39.05,37.75,57621,210,2175462,57621,100,3.25,2
25-09-2017,37.2,38,35.75,37.2,36.34,92576,330,3364245,92576,100,2.25,0
22-09-2017,38.15,38.9,37.4,37.6,37.97,59252,244,2250015,59252,100,1.5,-0.55
21-09-2017,38.5,39.9,37.5,38.15,38.26,77346,269,2959368,77346,100,2.4,-0.35
20-09-2017,40,40.45,38.9,39,39.37,55888,214,2200158,55888,100,1.55,-1
19-09-2017,39.8,40.4,39,39.8,39.54,52474,197,2074747,52474,100,1.4,0
18-09-2017,40,40,37.9,39.2,38.61,82376,380,3180751,82376,100,2.1,-0.8
15-09-2017,40,40.1,39.15,39.85,39.67,56857,198,2255328,56857,100,0.95,-0.15
14-09-2017,42,42,39.55,39.8,40.21,151646,341,6097552,151646,100,2.45,-2.2
13-09-2017,41.6,42.5,41.15,41.6,41.62,48275,166,2008998,48275,100,1.35,0
12-09-2017,41.5,42.65,41.5,41.65,41.86,36581,143,1531328,36581,100,1.15,0.15
11-09-2017,42,43,41.55,42,42.05,69602,234,2926682,69602,100,1.45,0
08-09-2017,42.4,43.1,41.55,42.05,42.22,87894,270,3710666,87894,100,1.55,-0.35
07-09-2017,42.8,43.5,42.2,42.9,42.69,43437,168,1854414,43437,100,1.3,0.1
06-09-2017,43,43.5,42.05,42.8,42.9,42730,143,1833188,42730,100,1.45,-0.2
05-09-2017,43.1,44.25,41.9,42.55,42.99,111443,319,4791231,111443,100,2.35,-0.55
04-09-2017,43.15,44.15,41.95,43.1,42.77,116562,377,4985347,116562,100,2.2,-0.05
01-09-2017,45.9,45.9,44,44.15,44.66,80351,217,3588485,80351,100,1.9,-1.75
31-08-2017,47.8,47.8,45.05,45.9,46.33,164203,346,7607417,,,2.75,-1.9
30-08-2017,43.7,45.55,43.5,45.55,44.74,105905,259,4738376,105905,100,2.05,1.85
29-08-2017,44.1,45,42.9,43.4,43.49,285977,438,12437325,285977,100,2.1,-0.7
28-08-2017,44.4,45.5,43.15,43.9,44.41,83089,263,3689690,83089,100,2.35,-0.5
24-08-2017,43.8,45,43,43.4,43.79,45357,178,1986198,45357,100,2,-0.4
23-08-2017,42.85,45,42.85,43.3,43.97,63975,193,2813007,63975,100,2.15,0.45
22-08-2017,44.15,45.9,42.8,43.2,43.78,46477,188,2034671,46477,100,3.1,-0.95
21-08-2017,46.9,47.5,44.55,44.75,45.44,79851,246,3628321,79851,100,2.95,-2.15
18-08-2017,48.6,48.75,46.15,46.75,47.31,184289,445,8718606,184289,100,2.6,-1.85
17-08-2017,46.5,46.5,46.5,46.5,46.5,71667,149,3332515,71667,100,0,0
16-08-2017,42.15,44.3,42,44.3,43.59,66979,265,2919804,66979,100,2.3,2.15
14-08-2017,40.6,42.5,40.5,42.2,41.56,82217,235,3416716,82217,100,2,1.6
11-08-2017,41.95,42.15,40.3,40.6,40.94,92841,384,3800487,92841,100,1.85,-1.35
10-08-2017,41.45,44.45,41.45,42.4,41.95,192355,524,8069834,192355,100,3,0.95
09-08-2017,45.1,45.45,43.6,43.6,44.11,129576,320,5715468,129576,100,1.85,-1.5
08-08-2017,48.05,48.05,45.5,45.85,46.15,97029,377,4477897,97029,100,2.55,-2.2
07-08-2017,47.55,48.85,46.7,47.7,48.01,79381,292,3811389,79381,100,2.15,0.15
04-08-2017,51,51.45,47.6,48,48.97,115597,404,5660829,115597,100,3.85,-3
03-08-2017,50.95,52.5,49.6,50.05,51.22,212900,805,10904074,212900,100,2.9,-0.9
02-08-2017,46.35,51.5,45.7,50.45,49.01,328147,1438,16082957,205562,62.64,5.8,4.1
01-08-2017,49.5,49.7,45.25,47,46.83,457562,1796,21427363,283879,62.04,4.45,-2.5
31-07-2017,54.95,55,48.3,49.9,52.33,1115539,5222,58381204,738523,66.2,6.7,-5.05
28-07-2017,52.4,52.4,48.3,52.4,51.73,2735780,6229,141525639,1460255,53.38,4.1,0
27-07-2017,43.85,46.8,41.15,43.7,44.59,570972,1685,25460980,413974,72.5,5.65,-0.15
26-07-2017,41.5,44.9,41.5,43.4,43.59,351440,1433,15319332,271106,77.14,3.4,1.9
25-07-2017,36.9,42.25,36.9,41.15,39.75,307255,1237,12212703,258142,84.02,5.35,4.25
24-07-2017,36.5,37.4,36.25,36.7,36.92,65395,279,2414372,55990,85.62,1.15,0.2
21-07-2017,37,37.1,36.1,36.25,36.5,60162,238,2196116,48015,79.81,1,-0.75
20-07-2017,37.5,37.5,36.7,37,37.12,91582,442,3399080,74741,81.61,0.8,-0.5
19-07-2017,36.3,36.65,35.5,36.05,35.97,47943,201,1724441,36650,76.44,1.15,-0.25
18-07-2017,36.4,36.6,35.75,36.3,36.17,89286,214,3229203,78615,88.05,0.85,-0.1
17-07-2017,37.15,37.75,36.15,36.3,36.38,61675,210,2243606,46306,75.08,1.6,-0.85
14-07-2017,37.15,37.15,36,36.7,36.41,133866,315,4873869,110809,82.78,1.15,-0.45
13-07-2017,36.65,37.5,36.5,37.1,36.91,85969,283,3173513,79952,93,1,0.45
12-07-2017,35.9,37.25,35.9,36.5,36.58,92697,310,3390910,80737,87.1,1.35,0.6
11-07-2017,37.2,37.25,35.6,35.9,36.12,69471,260,2509540,55622,80.07,1.65,-1.3
10-07-2017,36,37.1,35.9,36.8,36.68,57150,291,2096378,48444,84.77,1.2,0.8
07-07-2017,36.35,36.4,35.4,36.2,35.96,39087,161,1405703,29827,76.31,1,-0.15
06-07-2017,35.85,36.7,35.85,36.25,36.36,38316,165,1393165,33657,87.84,0.85,0.4
05-07-2017,35.6,37.45,35.55,35.95,36.48,115778,519,4223792,80401,69.44,1.9,0.35
04-07-2017,35.2,35.95,35.2,35.55,35.5,108172,334,3839968,77931,72.04,0.75,0.35
03-07-2017,35.15,35.95,35.1,35.7,35.46,63143,246,2238883,47730,75.59,0.85,0.55
30-06-2017,35.55,35.85,35.1,35.3,35.51,64983,184,2307360,58694,90.32,0.75,-0.25
29-06-2017,36.1,36.85,35.5,35.55,35.84,44472,217,1593842,35786,80.47,1.35,-0.55
28-06-2017,36.2,37.4,35.6,36.25,36.36,38890,204,1413863,30762,79.1,1.8,0.05
27-06-2017,36.4,37.1,35.8,36.95,36.59,63136,264,2310377,57307,90.77,1.3,0.55
23-06-2017,37.35,37.35,35.55,35.75,36.08,37528,186,1353970,31587,84.17,1.8,-1.6
22-06-2017,36.7,37.65,36.45,36.5,36.78,33234,201,1222356,27468,82.65,1.2,-0.2
21-06-2017,37,37.6,36.8,37,37.14,25472,191,946115,20441,80.25,0.8,0
20-06-2017,36.75,37.75,36.65,37.55,37.34,36360,176,1357810,27471,75.55,1.1,0.8
19-06-2017,36.3,38.5,36,37.5,37.23,107391,346,3997710,91346,85.06,2.5,1.2
16-06-2017,37.8,37.8,35.9,36.15,36.4,88062,354,3205639,69326,78.72,1.9,-1.65
15-06-2017,38.05,38.65,36.2,37.05,37.26,94898,395,3535676,70896,74.71,2.45,-1
14-06-2017,39,39.8,38,38.5,39.07,299140,807,11688667,196466,65.68,1.8,-0.5
13-06-2017,34.45,39.6,34.1,38.4,37.71,396759,1572,14960732,263370,66.38,5.5,3.95
12-06-2017,32.95,38.3,32.7,34.05,34.5,274964,819,9486553,136910,49.79,5.6,1.1
09-06-2017,33.4,33.75,32.7,32.85,33.18,92365,307,3064300,83595,90.51,1.05,-0.55
08-06-2017,33.75,34.35,33.3,33.35,33.51,59187,242,1983515,52790,89.19,1.05,-0.4
07-06-2017,33.8,34.65,33.5,33.6,34.03,60008,249,2041832,46766,77.93,1.15,-0.2
06-06-2017,33.8,34.2,33.55,34,33.89,32741,142,1109665,29292,89.47,0.65,0.2
05-06-2017,34,34.35,33.5,34.1,34.02,73712,269,2507457,57848,78.48,0.85,0.1
02-06-2017,34.3,34.6,33.7,34.2,34.17,105418,303,3602201,90098,85.47,0.9,-0.1
01-06-2017,35,35.65,34,34.2,34.55,90938,305,3141733,76476,84.1,1.65,-0.8
31-05-2017,35.95,35.95,35,35.25,35.21,42010,146,1479209,37228,88.62,0.95,-0.7
30-05-2017,35.25,35.95,34.95,35.45,35.52,38486,148,1366989,28945,75.21,1,0.2
29-05-2017,36.75,37,34,35.6,35.56,128552,451,4571522,73474,57.16,3,-1.15
26-05-2017,34.95,37.4,34.3,36.75,36.02,77256,395,2782873,52111,67.45,3.1,1.8
25-05-2017,35.7,35.7,34.05,34.7,34.58,53873,267,1863109,42983,79.79,1.65,-1
24-05-2017,36.1,36.25,33.7,34.35,35.19,93090,387,3276045,80665,86.65,2.55,-1.75
23-05-2017,37.95,37.95,35.15,36,35.93,190355,554,6838726,139230,73.14,2.8,-1.95
22-05-2017,38.45,38.7,37.2,37.35,37.71,65529,267,2471268,55853,85.23,1.5,-1.1
19-05-2017,38.6,39.35,37.6,38.05,38.33,60480,233,2318022,50452,83.42,1.75,-0.55
18-05-2017,38.95,39.65,38.15,38.4,38.92,66889,293,2603358,52957,79.17,1.5,-0.55
17-05-2017,39.2,40.75,39.05,39.35,39.93,94627,392,3778515,60290,63.71,1.7,0.15
16-05-2017,38.75,40.8,38.75,39.7,39.78,202924,615,8071944,130086,64.11,2.05,0.95
15-05-2017,39.5,40.4,38.75,38.95,39.5,82987,288,3277674,68244,82.23,1.65,-0.55
12-05-2017,39.1,41.9,39.1,39.5,40.43,247825,836,10020473,112118,45.24,2.8,0.4
11-05-2017,38,40.9,37.75,39.7,39.48,238151,888,9402634,144521,60.68,3.15,1.7
10-05-2017,37.5,37.75,37.15,37.45,37.45,63513,230,2378391,56515,88.98,0.6,-0.05
09-05-2017,37.85,37.85,37,37.3,37.34,56944,237,2126297,47103,82.72,0.85,-0.55
08-05-2017,37.25,37.95,37.1,37.35,37.34,54113,289,2020540,42461,78.47,0.85,0.1
05-05-2017,37.9,38.3,37.55,37.6,37.8,38721,165,1463489,31709,81.89,0.75,-0.3
04-05-2017,38.45,38.85,37.7,37.9,38.1,87393,301,3330055,70471,80.64,1.15,-0.55
03-05-2017,38.2,38.9,37.75,37.85,38.15,91968,376,3508162,80019,87.01,1.15,-0.35
02-05-2017,39,39.5,38.1,38.45,38.79,81982,309,3179776,69583,84.88,1.4,-0.55
28-04-2017,39.1,39.6,38.65,38.9,38.97,68842,250,2682698,59305,86.15,0.95,-0.2
27-04-2017,39.15,39.8,38.8,39.25,39.18,71012,251,2782245,57553,81.05,1,0.1
26-04-2017,39.65,40.25,39.2,39.3,39.72,78097,312,3101642,67969,87.03,1.05,-0.35
25-04-2017,40,40,39.5,39.65,39.67,45312,258,1797455,34964,77.16,0.5,-0.35
24-04-2017,40,40.4,39.3,39.6,39.72,99776,326,3963065,84964,85.15,1.1,-0.4
21-04-2017,40.1,41.25,39.5,39.75,40.13,94973,291,3811300,85797,90.34,1.75,-0.35
20-04-2017,40.85,41.55,40.4,40.6,40.99,59096,291,2422621,49519,83.79,1.15,-0.25
19-04-2017,40.05,41.5,39.65,40.8,40.38,107530,383,4342530,75712,70.41,1.85,0.75
18-04-2017,40.95,41.3,40.2,40.45,40.79,72725,261,2966223,61129,84.06,1.1,-0.5
17-04-2017,42.6,42.85,40.5,40.8,41.25,125968,437,5196297,107133,85.05,2.35,-1.8
13-04-2017,39.8,43.4,39.3,42.55,42.09,309850,1247,13041038,222210,71.72,4.1,2.75
12-04-2017,40.1,40.6,39.15,39.8,39.67,115406,392,4578591,76740,66.5,1.45,-0.3
11-04-2017,40.3,40.7,39.2,40.2,39.94,68742,327,2745802,55180,80.27,1.5,-0.1
10-04-2017,41.25,41.45,39.55,40,40.1,85713,356,3437312,68117,79.47,1.9,-1.25
07-04-2017,40.9,41.85,40.1,40.4,40.82,100327,385,4095500,75098,74.85,1.75,-0.5
06-04-2017,40.4,41.45,40.25,41.05,40.77,84527,269,3446240,71688,84.81,1.2,0.65
05-04-2017,39.5,42.8,39.15,41,41.2,289785,1033,11940097,221910,76.58,3.65,1.5
03-04-2017,39.5,39.5,38.4,39,38.96,123955,330,4829714,105316,84.96,1.1,-0.5
31-03-2017,39.65,39.65,38.15,38.45,38.74,153693,436,5954139,131376,85.48,1.5,-1.2
30-03-2017,39,39.9,39,39.15,39.38,75564,284,2976075,63728,84.34,0.9,0.15
29-03-2017,39.2,39.7,38.4,39,39.09,122486,395,4788416,111373,90.93,1.3,-0.2
28-03-2017,39.25,40.25,39,39.4,39.28,117731,409,4624925,89964,76.41,1.25,0.15
27-03-2017,40,40.65,39,39.1,39.73,132517,457,5265341,111774,84.35,1.65,-0.9
24-03-2017,38.8,40.9,38.4,39.65,40.02,92937,473,3719003,72468,77.98,2.5,0.85
23-03-2017,38.3,39.2,38.3,38.7,38.79,114336,274,4434832,106412,93.07,0.9,0.4
22-03-2017,40.5,40.5,38.5,38.6,38.99,210516,495,8207116,190294,90.39,2,-1.9
21-03-2017,40.3,40.45,39.6,40.05,40.02,70539,241,2823173,62464,88.55,0.85,-0.25
20-03-2017,40.05,40.5,39.9,40.05,40.09,105958,227,4247626,98030,92.52,0.6,0
17-03-2017,40,40.45,39.65,40.05,40.05,55329,222,2215958,50341,90.98,0.8,0.05
16-03-2017,39.9,40.65,39.65,39.9,40.21,106436,342,4279708,94313,88.61,1,0
15-03-2017,41,41.25,39.6,39.8,40.06,195026,868,7811883,160283,82.19,1.65,-1.2
14-03-2017,42,42.2,40.4,40.65,41.03,102636,575,4211075,89603,87.3,1.8,-1.35
10-03-2017,42,42.65,40.75,41.05,41.38,142923,568,5914352,118834,83.15,1.9,-0.95
09-03-2017,42.3,42.7,41.25,41.7,41.95,106568,552,4470992,90975,85.37,1.45,-0.6
08-03-2017,42.7,42.7,41.6,42.1,42.16,144252,638,6081822,125261,86.83,1.1,-0.6
07-03-2017,41.55,42.5,41.35,42.15,41.93,146685,692,6150073,133009,90.68,1.15,0.6
06-03-2017,41.9,43.05,41.05,41.55,42.08,167348,794,7042815,136103,81.33,2,-0.35
03-03-2017,41.7,45,40.85,41.55,42.61,455517,1960,19408497,138594,30.43,4.15,-0.15
02-03-2017,43,44.75,40.5,41.05,42.04,499135,1679,20981385,292821,58.67,4.25,-1.95
01-03-2017,44,44,42.8,42.95,43.3,128961,637,5583652,108695,84.29,1.2,-1.05
28-02-2017,45.6,45.7,43.6,43.75,44.69,142602,726,6373234,106566,74.73,2.1,-1.85
27-02-2017,43.7,46.8,43.6,44.95,45.49,342721,1418,15589033,167518,48.88,3.2,1.25
23-02-2017,44,44.5,43.65,44.1,44.15,84052,358,3711035,76042,90.47,0.85,0.1
22-02-2017,44,44.7,43.5,43.8,43.99,81930,559,3604206,59620,72.77,1.2,-0.2
21-02-2017,44.1,45.4,43.75,44.25,44.38,82278,494,3651465,58055,70.56,1.65,0.15
20-02-2017,45.45,45.5,44.1,44.5,44.94,89911,511,4040972,75849,84.36,1.4,-0.95
17-02-2017,44.35,46.5,44.35,44.9,45.52,159070,608,7240599,110374,69.39,2.15,0.55
16-02-2017,45.3,46.25,44.25,45.1,45.34,144876,711,6567954,113646,78.44,2,-0.2
15-02-2017,45.5,48.5,44.5,45.2,46.65,779802,3323,36378141,473618,60.74,4,-0.3
14-02-2017,43.4,44.45,42.65,43.35,43.6,122846,629,5356596,99564,81.05,1.8,-0.05
13-02-2017,44,44,42.15,43.05,42.89,104736,509,4491937,77099,73.61,1.85,-0.95
10-02-2017,44.25,45,43.15,43.35,44.1,100528,508,4432991,73459,73.07,1.85,-0.9
09-02-2017,44.4,44.45,43.15,43.9,43.79,118206,690,5175736,84973,71.89,1.3,-0.5
08-02-2017,42.85,44.75,41.6,44.2,43.84,246725,1216,10815285,177055,71.76,3.15,1.35
07-02-2017,40.9,43.9,40.2,42.5,42.45,293591,1408,12463204,203544,69.33,3.7,1.6
06-02-2017,41.9,42.3,40.55,41.15,41.31,184312,882,7613063,152558,82.77,1.75,-0.75
03-02-2017,41.85,42.25,41.55,41.7,41.87,73883,490,3093394,63076,85.37,0.7,-0.15
02-02-2017,42.1,42.5,41.25,41.55,41.71,87746,572,3660162,67604,77.05,1.25,-0.55
01-02-2017,42.1,42.7,41.55,42.1,42.03,107112,767,4501717,74805,69.84,1.15,0
31-01-2017,43.6,43.9,41.85,42.2,42.61,105537,621,4496792,95962,90.93,2.05,-1.4
30-01-2017,44,45.4,43.25,43.55,43.95,118250,617,5197548,88445,74.79,2.15,-0.45
27-01-2017,43.5,44.75,43,43.8,43.79,109326,708,4787118,84544,77.33,1.75,0.3
25-01-2017,44.2,44.2,43.05,43.25,43.78,94397,526,4132649,84351,89.36,1.15,-0.95
24-01-2017,43.75,44.25,43.45,43.8,43.88,83772,418,3675826,70591,84.27,0.8,0.05
23-01-2017,43.8,43.95,42.6,43.3,43.23,63131,524,2729327,45780,72.52,1.35,-0.5
20-01-2017,43.15,44,43.15,43.8,43.66,79305,536,3462488,58860,74.22,0.85,0.65
19-01-2017,44,44.5,43.05,43.45,43.73,47721,420,2086840,37705,79.01,1.45,-0.55
18-01-2017,43.5,44.85,43.5,43.85,44.15,99594,432,4397082,67820,68.1,1.35,0.35
